diseaseId	diseaseName	drugId	drugName	type	mechanismOfAction	actionType	symbol	name	phase	status	source
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL727	THIOGUANINE	Small molecule	Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor		IMPDH2	inosine monophosphate dehydrogenase 2	3	Completed	https://clinicaltrials.gov/study/NCT00369317
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA2	DNA polymerase alpha 2, accessory subunit	3	Completed	https://clinicaltrials.gov/study/NCT00369317,https://clinicaltrials.gov/study/NCT00085124
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD1	DNA polymerase delta 1, catalytic subunit	3	Completed	https://clinicaltrials.gov/study/NCT00085124,https://clinicaltrials.gov/study/NCT00369317
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD3	DNA polymerase delta 3, accessory subunit	3	Completed	https://clinicaltrials.gov/study/NCT00369317,https://clinicaltrials.gov/study/NCT00085124
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA1	DNA polymerase alpha 1, catalytic subunit	3	Completed	https://clinicaltrials.gov/study/NCT00085124,https://clinicaltrials.gov/study/NCT00369317
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM2	DNA primase subunit 2	3	Completed	https://clinicaltrials.gov/study/NCT00085124,https://clinicaltrials.gov/study/NCT00369317
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD4	DNA polymerase delta 4, accessory subunit	3	Completed	https://clinicaltrials.gov/study/NCT00085124,https://clinicaltrials.gov/study/NCT00369317
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA2	DNA polymerase alpha 2, accessory subunit	3	Unknown status	https://clinicaltrials.gov/study/NCT00715637
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE2	DNA polymerase epsilon 2, accessory subunit	3	Unknown status	https://clinicaltrials.gov/study/NCT00715637
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD2	DNA polymerase delta 2, accessory subunit	3	Unknown status	https://clinicaltrials.gov/study/NCT00715637
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE3	DNA polymerase epsilon 3, accessory subunit	3	Unknown status	https://clinicaltrials.gov/study/NCT00715637
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM1	DNA primase subunit 1	3	Unknown status	https://clinicaltrials.gov/study/NCT00715637
EFO_0000222	acute myeloid leukemia	CHEMBL1023	BEXAROTENE	Small molecule	Retinoid X receptor agonist		RXRG	retinoid X receptor gamma	2	Terminated	https://clinicaltrials.gov/study/NCT00615784
EFO_0000222	acute myeloid leukemia	CHEMBL1023	BEXAROTENE	Small molecule	Retinoid X receptor agonist		RXRB	retinoid X receptor beta	2	Terminated	https://clinicaltrials.gov/study/NCT00615784
EFO_0000222	acute myeloid leukemia	CHEMBL501867	VINCRISTINE SULFATE	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	2	Terminated	https://clinicaltrials.gov/study/NCT02337478
EFO_0000222	acute myeloid leukemia	CHEMBL501867	VINCRISTINE SULFATE	Small molecule	Tubulin inhibitor		TUBB4B	tubulin beta 4B class IVb	2	Terminated	https://clinicaltrials.gov/study/NCT02337478
EFO_0000222	acute myeloid leukemia	CHEMBL501867	VINCRISTINE SULFATE	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	2	Terminated	https://clinicaltrials.gov/study/NCT02337478
EFO_0000222	acute myeloid leukemia	CHEMBL109	VALPROIC ACID	Small molecule	Succinate semialdehyde dehydrogenase inhibitor		ALDH5A1	aldehyde dehydrogenase 5 family member A1	2	Unknown status	https://clinicaltrials.gov/study/NCT02124174
EFO_0000222	acute myeloid leukemia	CHEMBL502835	NINTEDANIB	Small molecule	Platelet-derived growth factor receptor inhibitor		PDGFRA	platelet derived growth factor receptor alpha	2	Completed	https://clinicaltrials.gov/study/NCT02665143
EFO_0000222	acute myeloid leukemia	CHEMBL502835	NINTEDANIB	Small molecule	Fibroblast growth factor receptor inhibitor		FGFR4	fibroblast growth factor receptor 4	2	Completed	https://clinicaltrials.gov/study/NCT02665143
EFO_0000222	acute myeloid leukemia	CHEMBL5095030	MOTIXAFORTIDE	Protein	C-X-C chemokine receptor type 4 antagonist		CXCR4	C-X-C motif chemokine receptor 4	2	Completed	https://clinicaltrials.gov/study/NCT02639559,https://clinicaltrials.gov/study/NCT01838395
EFO_0000222	acute myeloid leukemia	CHEMBL5095030	MOTIXAFORTIDE	Protein	C-X-C chemokine receptor type 4 antagonist		CXCR4	C-X-C motif chemokine receptor 4	2	Unknown status	https://clinicaltrials.gov/study/NCT02502968
EFO_0000222	acute myeloid leukemia	CHEMBL513909	BI-2536	Small molecule	Serine/threonine-protein kinase PLK1 inhibitor		PLK1	polo like kinase 1	2	Completed	https://clinicaltrials.gov/study/NCT00701766
EFO_0000222	acute myeloid leukemia	CHEMBL521686	OLAPARIB	Small molecule	PARP 1, 2 and 3 inhibitor		PARP2	poly(ADP-ribose) polymerase 2	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT03953898
EFO_0000222	acute myeloid leukemia	CHEMBL521686	OLAPARIB	Small molecule	PARP 1, 2 and 3 inhibitor		PARP1	poly(ADP-ribose) polymerase 1	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT03953898
EFO_0000222	acute myeloid leukemia	CHEMBL5314391	XL-999	Small molecule	Vascular endothelial growth factor receptor inhibitor		FLT4	fms related receptor tyrosine kinase 4	2	Terminated	https://clinicaltrials.gov/study/NCT00322673
EFO_0000222	acute myeloid leukemia	CHEMBL5314391	XL-999	Small molecule	Fibroblast growth factor receptor inhibitor		FGFR2	fibroblast growth factor receptor 2	2	Terminated	https://clinicaltrials.gov/study/NCT00322673
EFO_0000222	acute myeloid leukemia	CHEMBL5314391	XL-999	Small molecule	Fibroblast growth factor receptor inhibitor		FGFR3	fibroblast growth factor receptor 3	2	Terminated	https://clinicaltrials.gov/study/NCT00322673
EFO_0000222	acute myeloid leukemia	CHEMBL5314391	XL-999	Small molecule	Platelet-derived growth factor receptor inhibitor		PDGFRB	platelet derived growth factor receptor beta	2	Terminated	https://clinicaltrials.gov/study/NCT00322673
EFO_0000222	acute myeloid leukemia	CHEMBL5314391	XL-999	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	2	Terminated	https://clinicaltrials.gov/study/NCT00322673
EFO_0000222	acute myeloid leukemia	CHEMBL5314391	XL-999	Small molecule	Fibroblast growth factor receptor inhibitor		FGFR4	fibroblast growth factor receptor 4	2	Terminated	https://clinicaltrials.gov/study/NCT00322673
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD1	DNA polymerase delta 1, catalytic subunit	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT02250937
EFO_0000222	acute myeloid leukemia	CHEMBL53463	DOXORUBICIN	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	2	Completed	https://clinicaltrials.gov/study/NCT01736943
EFO_0000222	acute myeloid leukemia	CHEMBL53463	DOXORUBICIN	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	2	Terminated	https://clinicaltrials.gov/study/NCT03860844,https://clinicaltrials.gov/study/NCT02419755
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE2	DNA polymerase epsilon 2, accessory subunit	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT02250937
EFO_0000222	acute myeloid leukemia	CHEMBL53463	DOXORUBICIN	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	2	Withdrawn	https://clinicaltrials.gov/study/NCT03059615
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD2	DNA polymerase delta 2, accessory subunit	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT02250937
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM2	DNA primase subunit 2	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT02250937
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	Ribonucleoside-diphosphate reductase RR1 inhibitor		RRM1	ribonucleotide reductase catalytic subunit M1	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT02250937
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM1	DNA primase subunit 1	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT02250937
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE2	DNA polymerase epsilon 2, accessory subunit	2	Completed	https://clinicaltrials.gov/study/NCT01529827,https://clinicaltrials.gov/study/NCT00070135,https://clinicaltrials.gov/study/NCT03128359
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA1	DNA polymerase alpha 1, catalytic subunit	2	Completed	https://clinicaltrials.gov/study/NCT03128359,https://clinicaltrials.gov/study/NCT00070135,https://clinicaltrials.gov/study/NCT01529827
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM1	DNA primase subunit 1	2	Completed	https://clinicaltrials.gov/study/NCT01529827,https://clinicaltrials.gov/study/NCT00070135,https://clinicaltrials.gov/study/NCT03128359
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA2	DNA polymerase alpha 2, accessory subunit	2	Recruiting	https://clinicaltrials.gov/study/NCT00801489,https://clinicaltrials.gov/study/NCT05955261
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE2	DNA polymerase epsilon 2, accessory subunit	2	Recruiting	https://clinicaltrials.gov/study/NCT00801489,https://clinicaltrials.gov/study/NCT05955261
EFO_0000222	acute myeloid leukemia	CHEMBL553	ERLOTINIB	Small molecule	Epidermal growth factor receptor erbB1 inhibitor		EGFR	epidermal growth factor receptor	2	Unknown status	https://clinicaltrials.gov/study/NCT02638428
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE3	DNA polymerase epsilon 3, accessory subunit	2	Recruiting	https://clinicaltrials.gov/study/NCT00801489,https://clinicaltrials.gov/study/NCT05955261
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD4	DNA polymerase delta 4, accessory subunit	2	Recruiting	https://clinicaltrials.gov/study/NCT00801489,https://clinicaltrials.gov/study/NCT05955261
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE	DNA polymerase epsilon, catalytic subunit	2	Recruiting	https://clinicaltrials.gov/study/NCT05955261,https://clinicaltrials.gov/study/NCT00801489
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA2	DNA polymerase alpha 2, accessory subunit	2	Unknown status	https://clinicaltrials.gov/study/NCT02272478,https://clinicaltrials.gov/study/NCT00559221
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA1	DNA polymerase alpha 1, catalytic subunit	2	Unknown status	https://clinicaltrials.gov/study/NCT02272478,https://clinicaltrials.gov/study/NCT00559221
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD2	DNA polymerase delta 2, accessory subunit	2	Unknown status	https://clinicaltrials.gov/study/NCT02272478,https://clinicaltrials.gov/study/NCT00559221
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM2	DNA primase subunit 2	2	Unknown status	https://clinicaltrials.gov/study/NCT00559221,https://clinicaltrials.gov/study/NCT02272478
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	Ribonucleoside-diphosphate reductase RR1 inhibitor		RRM1	ribonucleotide reductase catalytic subunit M1	2	Unknown status	https://clinicaltrials.gov/study/NCT00559221,https://clinicaltrials.gov/study/NCT02272478
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Platelet-derived growth factor receptor inhibitor		PDGFRB	platelet derived growth factor receptor beta	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT04107727
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT04107727
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Tyrosine-protein kinase receptor RET inhibitor		RET	ret proto-oncogene	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT04107727
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Platelet-derived growth factor receptor inhibitor		PDGFRB	platelet derived growth factor receptor beta	2	Completed	https://clinicaltrials.gov/study/NCT02984995,https://clinicaltrials.gov/study/NCT01565668,https://clinicaltrials.gov/study/NCT00989261
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	2	Completed	https://clinicaltrials.gov/study/NCT02984995,https://clinicaltrials.gov/study/NCT01565668,https://clinicaltrials.gov/study/NCT00989261
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Platelet-derived growth factor receptor inhibitor		PDGFRA	platelet derived growth factor receptor alpha	2	Completed	https://clinicaltrials.gov/study/NCT00989261,https://clinicaltrials.gov/study/NCT01565668,https://clinicaltrials.gov/study/NCT02984995
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Stem cell growth factor receptor inhibitor		KIT	KIT proto-oncogene, receptor tyrosine kinase	2	Completed	https://clinicaltrials.gov/study/NCT01565668,https://clinicaltrials.gov/study/NCT00989261,https://clinicaltrials.gov/study/NCT02984995
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Macrophage colony stimulating factor receptor inhibitor		CSF1R	colony stimulating factor 1 receptor	2	Completed	https://clinicaltrials.gov/study/NCT01565668,https://clinicaltrials.gov/study/NCT02984995,https://clinicaltrials.gov/study/NCT00989261
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	2	Recruiting	https://clinicaltrials.gov/study/NCT06262438
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Stem cell growth factor receptor inhibitor		KIT	KIT proto-oncogene, receptor tyrosine kinase	2	Recruiting	https://clinicaltrials.gov/study/NCT06262438
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Tyrosine-protein kinase receptor RET inhibitor		RET	ret proto-oncogene	2	Recruiting	https://clinicaltrials.gov/study/NCT06262438
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Platelet-derived growth factor receptor inhibitor		PDGFRB	platelet derived growth factor receptor beta	2	Terminated	https://clinicaltrials.gov/study/NCT04209725
EFO_0000222	acute myeloid leukemia	CHEMBL1117	IDARUBICIN	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT03164057,https://clinicaltrials.gov/study/NCT04107727,https://clinicaltrials.gov/study/NCT01413880,https://clinicaltrials.gov/study/NCT04968015
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	2	Terminated	https://clinicaltrials.gov/study/NCT04209725
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Tyrosine-protein kinase receptor RET inhibitor		RET	ret proto-oncogene	2	Terminated	https://clinicaltrials.gov/study/NCT04209725
EFO_0000222	acute myeloid leukemia	CHEMBL1117	IDARUBICIN	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	2	Completed	https://clinicaltrials.gov/study/NCT00422591,https://clinicaltrials.gov/study/NCT02096055,https://clinicaltrials.gov/study/NCT02560025,https://clinicaltrials.gov/study/NCT01247493,https://clinicaltrials.gov/study/NCT02249091,https://clinicaltrials.gov/study/NCT01035502,https://clinicaltrials.gov/study/NCT02671708,https://clinicaltrials.gov/study/NCT01180322,https://clinicaltrials.gov/study/NCT01025154,https://clinicaltrials.gov/study/NCT00620321,https://clinicaltrials.gov/study/NCT02873338,https://clinicaltrials.gov/study/NCT02283177,https://clinicaltrials.gov/study/NCT04687098,https://clinicaltrials.gov/study/NCT00656617,https://clinicaltrials.gov/study/NCT00151242,https://clinicaltrials.gov/study/NCT01700413,https://clinicaltrials.gov/study/NCT01015196,https://clinicaltrials.gov/study/NCT00074737,https://clinicaltrials.gov/study/NCT00067028
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Macrophage colony stimulating factor receptor inhibitor		CSF1R	colony stimulating factor 1 receptor	2	Terminated	https://clinicaltrials.gov/study/NCT04209725
EFO_0000222	acute myeloid leukemia	CHEMBL1117	IDARUBICIN	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	2	Withdrawn	https://clinicaltrials.gov/study/NCT00967512
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	2	Unknown status	https://clinicaltrials.gov/study/NCT03135054
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Platelet-derived growth factor receptor inhibitor		PDGFRA	platelet derived growth factor receptor alpha	2	Unknown status	https://clinicaltrials.gov/study/NCT03135054
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Stem cell growth factor receptor inhibitor		KIT	KIT proto-oncogene, receptor tyrosine kinase	2	Unknown status	https://clinicaltrials.gov/study/NCT03135054
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Tyrosine-protein kinase receptor RET inhibitor		RET	ret proto-oncogene	2	Unknown status	https://clinicaltrials.gov/study/NCT03135054
EFO_0000222	acute myeloid leukemia	CHEMBL112	ACETAMINOPHEN	Small molecule	Cyclooxygenase inhibitor		PTGS1	prostaglandin-endoperoxide synthase 1	2	Recruiting	https://clinicaltrials.gov/study/NCT05285813
EFO_0000222	acute myeloid leukemia	CHEMBL112	ACETAMINOPHEN	Small molecule	Anandamide amidohydrolase inhibitor		FAAH	fatty acid amide hydrolase	2	Recruiting	https://clinicaltrials.gov/study/NCT05285813
EFO_0000222	acute myeloid leukemia	CHEMBL1171837	PONATINIB	Small molecule	Bcr/Abl fusion protein inhibitor		ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT03690115,https://clinicaltrials.gov/study/NCT04188405
EFO_0000222	acute myeloid leukemia	CHEMBL58	MITOXANTRONE	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	2	Suspended	https://clinicaltrials.gov/study/NCT02462265
EFO_0000222	acute myeloid leukemia	CHEMBL1200485	SORAFENIB TOSYLATE	Small molecule	Vascular endothelial growth factor receptor inhibitor		FLT4	fms related receptor tyrosine kinase 4	2	Completed	https://clinicaltrials.gov/study/NCT01253070
EFO_0000222	acute myeloid leukemia	CHEMBL1200485	SORAFENIB TOSYLATE	Small molecule	Platelet-derived growth factor receptor beta inhibitor		PDGFRB	platelet derived growth factor receptor beta	2	Completed	https://clinicaltrials.gov/study/NCT01253070
EFO_0000222	acute myeloid leukemia	CHEMBL592445	GEDATOLISIB	Small molecule	PI3-kinase class I inhibitor		PIK3R2	phosphoinositide-3-kinase regulatory subunit 2	2	Terminated	https://clinicaltrials.gov/study/NCT02438761
EFO_0000222	acute myeloid leukemia	CHEMBL592445	GEDATOLISIB	Small molecule	PI3-kinase class I inhibitor		PIK3R5	phosphoinositide-3-kinase regulatory subunit 5	2	Terminated	https://clinicaltrials.gov/study/NCT02438761
EFO_0000222	acute myeloid leukemia	CHEMBL592445	GEDATOLISIB	Small molecule	PI3-kinase class I inhibitor		PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	2	Terminated	https://clinicaltrials.gov/study/NCT02438761
EFO_0000222	acute myeloid leukemia	CHEMBL592445	GEDATOLISIB	Small molecule	Serine/threonine-protein kinase mTOR inhibitor		MTOR	mechanistic target of rapamycin kinase	2	Terminated	https://clinicaltrials.gov/study/NCT02438761
EFO_0000222	acute myeloid leukemia	CHEMBL601719	CRIZOTINIB	Small molecule	Hepatocyte growth factor receptor inhibitor		MET	MET proto-oncogene, receptor tyrosine kinase	2	Unknown status	https://clinicaltrials.gov/study/NCT02638428
EFO_0000222	acute myeloid leukemia	CHEMBL601719	CRIZOTINIB	Small molecule	EML4-ALK		EML4	EMAP like 4	2	Unknown status	https://clinicaltrials.gov/study/NCT02638428
EFO_0000222	acute myeloid leukemia	CHEMBL601719	CRIZOTINIB	Small molecule	NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor)		NPM1	nucleophosmin 1	2	Unknown status	https://clinicaltrials.gov/study/NCT02638428
EFO_0000222	acute myeloid leukemia	CHEMBL603469	LESTAURTINIB	Small molecule	Tyrosine-protein kinase JAK2 inhibitor		JAK2	Janus kinase 2	2	Completed	https://clinicaltrials.gov/study/NCT00079482
EFO_0000222	acute myeloid leukemia	CHEMBL603469	LESTAURTINIB	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	2	Completed	https://clinicaltrials.gov/study/NCT00079482
EFO_0000222	acute myeloid leukemia	CHEMBL603469	LESTAURTINIB	Small molecule	NT-3 growth factor receptor inhibitor		NTRK3	neurotrophic receptor tyrosine kinase 3	2	Completed	https://clinicaltrials.gov/study/NCT00079482
EFO_0000222	acute myeloid leukemia	CHEMBL603469	LESTAURTINIB	Small molecule	Neurotrophic tyrosine kinase receptor type 2 inhibitor		NTRK2	neurotrophic receptor tyrosine kinase 2	2	Completed	https://clinicaltrials.gov/study/NCT00079482
EFO_0000222	acute myeloid leukemia	CHEMBL603469	LESTAURTINIB	Small molecule	Tyrosine-protein kinase receptor RET inhibitor		RET	ret proto-oncogene	2	Completed	https://clinicaltrials.gov/study/NCT00079482
EFO_0000222	acute myeloid leukemia	CHEMBL603469	LESTAURTINIB	Small molecule	Nerve growth factor receptor Trk-A inhibitor		NTRK1	neurotrophic receptor tyrosine kinase 1	2	Completed	https://clinicaltrials.gov/study/NCT00079482
EFO_0000222	acute myeloid leukemia	CHEMBL1201129	DECITABINE	Small molecule	DNA (cytosine-5)-methyltransferase 3A inhibitor		DNMT3A	DNA methyltransferase 3 alpha	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT04188405,https://clinicaltrials.gov/study/NCT03164057,https://clinicaltrials.gov/study/NCT03092674,https://clinicaltrials.gov/study/NCT04975919
EFO_0000222	acute myeloid leukemia	CHEMBL1201129	DECITABINE	Small molecule	DNA (cytosine-5)-methyltransferase 1 inhibitor		DNMT1	DNA methyltransferase 1	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT03164057,https://clinicaltrials.gov/study/NCT04975919,https://clinicaltrials.gov/study/NCT03092674,https://clinicaltrials.gov/study/NCT04188405
EFO_0000222	acute myeloid leukemia	CHEMBL1201129	DECITABINE	Small molecule	DNA (cytosine-5)-methyltransferase 3A inhibitor		DNMT3A	DNA methyltransferase 3 alpha	2	Completed	https://clinicaltrials.gov/study/NCT00398983,https://clinicaltrials.gov/study/NCT00867672,https://clinicaltrials.gov/study/NCT02073838,https://clinicaltrials.gov/study/NCT01420926,https://clinicaltrials.gov/study/NCT00358644,https://clinicaltrials.gov/study/NCT04476199,https://clinicaltrials.gov/study/NCT00414310,https://clinicaltrials.gov/study/NCT00866073,https://clinicaltrials.gov/study/NCT00778375,https://clinicaltrials.gov/study/NCT00760084,https://clinicaltrials.gov/study/NCT00882102,https://clinicaltrials.gov/study/NCT01546038,https://clinicaltrials.gov/study/NCT02252107,https://clinicaltrials.gov/study/NCT01829503,https://clinicaltrials.gov/study/NCT02472145,https://clinicaltrials.gov/study/NCT00968071,https://clinicaltrials.gov/study/NCT01687400
